title,score,url,date,author
Borderlands 2: Tiny Tina's Assault on Dragon Keep Review,9.2,/articles/2013/06/25/borderlands-2-tiny-tinas-assault-on-dragon-keep-review,2013-06-25T07:01:39.000Z,Vince Ingenito
State of Decay Review,8.9,/articles/2013/06/05/state-of-decay-review,2013-06-05T07:01:50.000Z,Ryan McCaffrey
CastleStorm Review,8.0,/articles/2013/06/03/castlestorm-review,2013-06-03T22:24:34.000Z,Leif Johnson
Remember Me Review,5.9,/articles/2013/06/02/remember-me-review,2013-06-02T23:00:36.000Z,Daniel Krupa
Grid 2 Review,8.0,/articles/2013/05/28/grid-2-review,2013-05-28T13:00:23.000Z,Luke Reilly
Fuse Review,6.5,/articles/2013/05/28/fuse-review,2013-05-28T06:59:32.000Z,Mitch Dyer
Fast & Furious: Showdown Review,2.5,/articles/2013/05/24/fast-furious-showdown-review,2013-05-24T23:35:22.000Z,Marty Sliva
Call of Juarez: Gunslinger Review,7.5,/articles/2013/05/24/call-of-juarez-review-gunslinger-ps3,2013-05-24T00:18:56.000Z,Colin Moriarty
Resident Evil: Revelations HD Review,7.5,/articles/2013/05/21/resident-evil-revelations-hd-review,2013-05-21T00:09:05.000Z,Taylor Cocke
Sanctum 2 Review,8.5,/articles/2013/05/15/sanctum-2-review,2013-05-15T17:30:02.000Z,Leif Johnson
Metro: Last Light Review,7.2,/articles/2013/05/13/metro-last-light-review,2013-05-13T16:00:18.000Z,Colin Moriarty
Dragon's Dogma: Dark Arisen Review - Xbox 360,7.8,/articles/2013/04/30/dragons-dogma-dark-arisen-review-xbox-360,2013-04-30T23:33:00.000Z,Keza MacDonald
Dragon's Dogma: Dark Arisen Review,7.9,/articles/2013/04/30/dragons-dogma-dark-arisen-review,2013-04-30T22:59:53.000Z,Keza MacDonald
Sacred Citadel Review,5.9,/articles/2013/04/30/sacred-citadel-review,2013-04-30T19:17:14.000Z,Cassandra Khaw
