title,score,url,date,author
SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated Review,5.0,/articles/spongebob-squarepants-battle-for-bikini-bottom-rehydrated-review,2020-06-22T15:00:21.000Z,Jonathon Dornbush
Those Who Remain Review,6.0,/articles/those-who-remain-review,2020-05-28T13:00:59.000Z,Tristan Ogilvie
Xenoblade Chronicles: Definitive Edition Review,8.0,/articles/xenoblade-chronicles-definitive-edition-review,2020-05-27T13:00:51.000Z,Travis Northup
Maneater Review,7.0,/articles/maneater-review,2020-05-22T13:00:51.000Z,Dan Stapleton
TT Isle of Man: Ride on the Edge 2 Review,7.0,/articles/tt-isle-of-man-ride-on-the-edge-2-review,2020-05-15T02:50:59.000Z,Luke Reilly
The Wonderful 101: Remastered Review,9.0,/articles/the-wonderful-101-remastered-review,2020-05-13T16:00:45.000Z,Mitchell Saltzman
Streets of Rage 4 Review,7.0,/articles/streets-of-rage-4-review,2020-04-29T15:00:34.000Z,Dale Driver
SnowRunner Review,8.0,/articles/snowrunner-review,2020-04-29T09:45:11.000Z,Luke Reilly
Moving Out Review,8.0,/articles/moving-out-review,2020-04-23T12:00:00.000Z,Tristan Ogilvie
Trials of Mana Review,8.0,/articles/trials-of-mana-review,2020-04-22T15:00:05.000Z,Seth G. Macy
Cooking Mama: Cookstar Review,3.0,/articles/cooking-mama-cookstar-review,2020-04-14T23:45:32.000Z,Travis Northup
Totally Reliable Delivery Service Review,6.0,/articles/totally-reliable-delivery-service-review,2020-04-01T07:41:18.000Z,Tristan Ogilvie
Panzer Dragoon: Remake Review,6.0,/articles/panzer-dragoon-remake-review,2020-03-31T23:35:59.000Z,Mike Epstein
Exit the Gungeon Review,7.0,/articles/exit-the-gungeon-review,2020-03-26T16:45:30.000Z,Nic Vargus
Doom Eternal Final Review,9.0,/articles/doom-eternal-final-review,2020-03-24T23:55:49.000Z,Ryan McCaffrey
Doom Eternal Multiplayer Review,8.0,/articles/doom-eternal-multiplayer-review,2020-03-23T23:00:57.000Z,Ryan McCaffrey
Mortal Kombat 11 - Spawn DLC Review,8.0,/articles/mortal-kombat-11-spawn-dlc-review,2020-03-19T17:26:28.000Z,Mitchell Saltzman
Animal Crossing: New Horizons Review,9.0,/articles/animal-crossing-new-horizons-review-for-switch,2020-03-16T14:00:39.000Z,Samuel Claiborn
Murder by Numbers Review,8.0,/articles/murder-by-numbers-review,2020-03-11T17:22:03.000Z,Tom Marks
Pokemon Mystery Dungeon: Rescue Team DX Review,6.0,/articles/pokemon-mystery-dungeon-rescue-team-dx-review,2020-03-06T01:23:23.000Z,Travis Northup
Fire Emblem: Three Houses Expansion Pass DLC Review,7.0,/articles/fire-emblem-three-houses-expansion-pass-dlc-review,2020-02-26T00:48:14.000Z,Brendan Graeber
Mega Man Zero/ZX Legacy Collection Review,8.0,/articles/mega-man-zerozx-legacy-collection-review,2020-02-24T16:00:19.000Z,Seth G. Macy
The Dark Crystal: Age of Resistance Tactics Review,5.0,/articles/the-dark-crystal-age-of-resistance-tactics-review,2020-02-04T08:01:41.000Z,Mike Epstein
Super Smash Bros. Ultimate - Byleth DLC Review,7.0,/articles/super-smash-bros-ultimate-byleth-dlc-review,2020-01-31T00:12:51.000Z,Brendan Graeber
Mortal Kombat 11 - The Joker DLC Review,9.0,/articles/mortal-kombat-11-the-joker-dlc-review,2020-01-29T23:08:21.000Z,Mitchell Saltzman
Kentucky Route Zero Review,8.0,/articles/kentucky-route-zero-review,2020-01-27T17:00:28.000Z,Tom Marks
Psikyo Shooting Stars Alpha Review,7.0,/articles/psikyo-shooting-stars-alpha-review,2020-01-21T18:14:39.000Z,Daemon Hatfield
AO Tennis 2 Review,7.0,/articles/2020/01/09/ao-tennis-2-review,2020-01-09T07:00:44.000Z,Tristan Ogilvie
Mortal Kombat 11 - Sindel DLC Review,8.5,/articles/2019/11/27/mortal-kombat-11-sindel-dlc-review,2019-11-27T20:19:05.000Z,Mitchell Saltzman
Pokemon Sword and Shield Review,9.3,/articles/2019/11/13/pokemon-sword-and-shield-review,2019-11-13T14:00:12.000Z,Casey DeFreitas
Super Smash Bros. Ultimate - Terry Bogard DLC Review,9.0,/articles/2019/11/07/super-smash-bros-ultimate-terry-bogard-dlc-review,2019-11-07T19:35:08.000Z,Mitchell Saltzman
